# BJD       ,   rvs,   rvs_sigma,    idset,    o_c,    model_rvs,  model pl_1,    model pl_2,    
2455653.560,    19.353,     0.932,     1.000,    -0.258,    19.611,     1.259,    18.352
2455681.474,    20.638,     0.997,     1.000,    -0.574,    21.212,     5.711,    15.501
2455871.845,   -17.966,     0.773,     1.000,    -5.021,   -12.945,    -0.935,   -12.010
2456174.906,    -9.804,     1.124,     1.000,     1.684,   -11.489,     6.531,   -18.019
2456200.886,   -12.704,     0.769,     1.000,    -1.274,   -11.430,     3.778,   -15.208
2456262.823,    -5.923,     0.695,     1.000,    -2.311,    -3.612,    -6.792,     3.180
2456289.773,     3.487,     0.977,     1.000,    -0.924,     4.411,    -7.224,    11.635
2456321.737,    15.008,     0.734,     1.000,    -0.323,    15.331,    -2.314,    17.645
2456362.557,    20.398,     0.733,     1.000,    -1.127,    21.526,     5.143,    16.383
2456399.535,    12.587,     0.713,     1.000,    -1.966,    14.553,     6.717,     7.836
2456592.840,     1.897,     0.902,     1.000,    -1.901,     3.798,     5.235,    -1.437
2456609.849,    11.047,     0.787,     1.000,    -0.111,    11.158,     6.679,     4.479
2456620.739,    16.409,     1.122,     1.000,     1.418,    14.991,     6.926,     8.065
2456713.644,     7.117,     0.790,     1.000,    -1.687,     8.804,    -6.190,    14.993
2456714.647,     7.795,     0.891,     1.000,    -0.692,     8.486,    -6.315,    14.801
2456715.632,     7.893,     0.775,     1.000,    -0.282,     8.175,    -6.432,    14.608
2456716.661,     8.539,     0.761,     1.000,     0.688,     7.851,    -6.550,    14.401
2456720.578,     9.111,     0.678,     1.000,     2.484,     6.627,    -6.945,    13.572
2456724.554,     4.659,     0.634,     1.000,    -0.752,     5.411,    -7.255,    12.666
2456726.560,     4.473,     0.627,     1.000,    -0.339,     4.811,    -7.374,    12.186
2456749.551,    -0.523,     0.741,     1.000,     0.544,    -1.067,    -6.878,     5.812
2456750.606,    -2.140,     0.938,     1.000,    -0.854,    -1.285,    -6.776,     5.490
2456751.505,    -1.250,     0.846,     1.000,     0.217,    -1.468,    -6.683,     5.215
2456989.825,    10.768,     1.108,     1.000,     1.315,     9.452,    -5.405,    14.857
2456993.778,    11.398,     0.896,     1.000,     0.542,    10.856,    -4.765,    15.621
2457034.746,    20.412,     0.797,     1.000,    -0.630,    21.042,     3.098,    17.945
2457037.681,    19.357,     0.951,     1.000,    -1.943,    21.300,     3.586,    17.714
2457045.665,    20.835,     0.693,     1.000,    -0.775,    21.610,     4.772,    16.838
2457049.666,    19.670,     0.775,     1.000,    -1.879,    21.549,     5.280,    16.269
2457064.679,    21.464,     0.719,     1.000,     1.431,    20.033,     6.597,    13.437
2457066.606,    21.207,     0.831,     1.000,     1.511,    19.696,     6.694,    13.002
2457298.882,    12.494,     1.202,     2.000,     0.411,    12.083,     6.838,     5.245
2457371.715,    14.860,     0.863,     2.000,    -1.796,    16.656,    -1.572,    18.229
2457389.682,    10.848,     0.623,     2.000,    -0.881,    11.729,    -4.966,    16.695
2457396.756,    10.432,     0.887,     2.000,     0.842,     9.589,    -6.021,    15.610
2457399.788,     9.282,     0.710,     2.000,     0.612,     8.670,    -6.400,    15.070
2457417.685,     3.961,     0.998,     2.000,     0.418,     3.543,    -7.551,    11.094
2457421.647,     2.541,     0.551,     2.000,     0.012,     2.529,    -7.531,    10.060
2457429.638,     2.001,     1.310,     2.000,     1.345,     0.656,    -7.185,     7.841
2457462.534,    -3.233,     0.575,     2.000,     1.500,    -4.732,    -2.461,    -2.271
2457464.528,    -4.692,     0.618,     2.000,     0.274,    -4.966,    -2.075,    -2.891
2457474.510,    -6.081,     0.644,     2.000,    -0.039,    -6.042,    -0.113,    -5.929
2457479.531,    -8.217,     0.642,     2.000,    -1.681,    -6.536,     0.861,    -7.397
2457691.885,    13.911,     0.801,     2.000,    -1.132,    15.043,    -2.239,    17.282
2457716.761,    20.190,     0.868,     2.000,    -0.530,    20.720,     2.550,    18.170
2457733.728,    21.392,     0.903,     2.000,    -0.377,    21.769,     5.133,    16.636
2457820.531,    -9.568,     1.308,     2.000,    -2.880,    -6.687,    -0.115,    -6.572
2457850.529,   -18.973,     0.763,     2.000,     0.869,   -19.842,    -5.701,   -14.141
2457999.921,    16.983,     1.271,     2.000,     0.425,    16.558,     6.840,     9.717
2458014.906,    23.078,     1.461,     2.000,     3.693,    19.384,     5.668,    13.716
2459118.139,    25.772,     1.030,     3.000,     3.851,    21.921,     6.781,    15.140
2459208.914,   -13.718,     1.030,     3.000,     0.845,   -14.563,    -4.717,    -9.846
2459238.837,   -29.508,     1.180,     3.000,    -5.890,   -23.619,    -7.377,   -16.242
2459483.121,     6.172,     1.000,     3.000,     2.079,     4.092,    -6.538,    10.631
